id;type;x;y;dist;mag;spec
LP 356-14 B;pm;51.0268;23.7857;63.94;12.0;M3
CD-25 10553A;dbl*;222.3886;-26.1058;63.94;11.6;M1.5V
HD 154590;pm;257.0305;-41.724;63.95;8.3;K4V
2MASS J07340889-4330256;pm;113.5371;-43.5071;63.95;~;~
DO 3744;pm;231.9382;7.6752;63.97;11.7;K5
SCR J1659-6958;pm;254.8672;-69.9718;63.98;~;~
G 183-10A;pm;268.2525;16.9175;63.98;~;~
CD-25 10553B;pm;222.3811;-26.109;63.98;12.1;M1.5V
G 200-31;pm;215.164;46.0427;63.99;~;M4.5
G 71-24;pm;24.6248;0.6516;64.00;11.6;M2.5V
CD-45 7872;pm;188.9933;-45.939;64.00;11.1;M1.0
HD 59582;pm;112.7821;14.6141;64.01;8.9;K5
UCAC4 650-090086;wd;308.3411;39.9027;64.02;16.4;DA
LP 162-47;dbl;114.6967;49.4238;64.02;16.1;M6V
DENIS J082303.1-491201;bd;125.7631;-49.2003;64.02;~;L1.5
G 2-29;pm;18.1979;1.911;64.02;~;M4.17
LP 716-35;ev;76.2991;-12.008;64.03;12.9;M3
LSPM J0343+1958;wd;55.8463;19.9704;64.05;~;DA
LEHPM 3806;pm;68.1245;-48.3213;64.05;14.1;~
SCR J0432-5741;pm;68.2407;-57.6961;64.06;14.6;~
G 205-55;ev;286.3225;45.1209;64.07;~;M4V
G 256-25;pm;237.4797;79.6643;64.07;~;M5.0V
2MASS J12322390+2528259;pm;188.0996;25.4739;64.07;~;~
LP 556-53;pm;191.5393;7.1069;64.09;~;M6
1RXS J210736.5-130500;pm;316.9033;-13.0828;64.09;12.6;M3.0Ve
L 379-17;pm;88.4171;-42.6955;64.11;~;~
CD-48 1982;pm;86.8259;-48.5251;64.11;9.7;K7.0
PM 13391-3400;wd;205.512;-34.2554;64.13;17.0;DA9.5
HD 33564;pm;80.6397;79.2312;64.14;~;F7V
L 1578-44;pm;324.1607;39.4557;64.14;10.2;M0V
HD 123A;pm;1.5659;58.4367;64.15;6.4;G3V
CD-31 981;pm;36.8765;-30.9099;64.15;10.9;M2V
L 327-121;pm;188.3878;-48.4365;64.16;12.1;M3.5
LP 932-89;pm;343.2003;-28.7952;64.17;11.9;M2
SSSPM J2307-5009;low;346.7449;-50.1497;64.18;~;M9e
PM J02028+0447;pm;30.717;4.784;64.18;13.1;M3.5V
LP 174-340;pm;217.1321;45.9091;64.18;~;~
G 48-15;pm;141.3988;-1.9299;64.18;~;~
LP 895-17;pm;98.5776;-31.873;64.20;13.0;~
LSR J0124+6819;pm;21.0968;68.3253;64.20;~;M7.0V
HD 203244;pm;321.1688;-68.2279;64.20;7.0;G5V
EGGR 360;wd;206.8515;10.3606;64.21;~;DA7.1
HD 155712;pm;258.1568;18.3512;64.22;~;K2.5V
LP 555-25;pm;187.4388;7.8772;64.23;~;~
HD 270712;low;71.0457;-70.3235;64.23;11.1;M0V+M1Ve
LP 736-31;pm;191.129;-11.7041;64.24;14.2;M4.0
G 14-1;pm;191.7907;-3.5716;64.24;12.6;M3
L 359-91;pm;349.4597;-48.3131;64.25;~;M3
PM J18087-2632;pm;272.1981;-26.5444;64.27;13.9;~
LSPM J0422+1031;pm;65.6333;10.5219;64.28;~;M3.5Ve
SIPS J1228-1547;bd;187.0635;-15.7928;64.28;~;L5.5+L5.5
V* TX PsA;ev;341.2503;-33.2572;64.29;13.4;M5IVe
Gaia EDR3 5615583844485896448;Star;116.1619;-23.533;64.29;~;~
LP 942-118;pm;47.1059;-38.212;64.31;~;M5
G 187-14;pm;315.336;33.2411;64.32;~;M4V
HD 184385;pm;293.3565;21.8403;64.32;6.9;G8V
BD+00 5017;dbl;353.7512;1.6054;64.33;9.5;K7V
LP 817-54;pm;322.3475;-18.9188;64.34;16.3;M5
G 242-39;pm;356.6158;74.5694;64.35;~;~
G 69-16;pm;10.8983;28.4448;64.37;~;M4
L 408-123;pm;236.4234;-43.5079;64.38;13.0;M4e
G 36-29;wd;39.832;26.166;64.38;~;DA
BD+21 4747A;pm;336.1897;22.5511;64.39;9.0;K7
V* WW PsA;by;341.2415;-33.2505;64.39;12.1;M4IVe
BD-18 4452A;pm;258.2981;-18.5736;64.41;10.5;M0Ve
LP 230-40;ev;289.9212;41.4636;64.41;~;M5.5Ve
HD 117043;pm;201.4994;63.2613;64.44;~;G6V
SIPS J1632-0631;low;248.2451;-6.5301;64.44;~;M7e
V* MY Aps;wd;218.2818;-81.3373;64.45;13.4;DA4.1
G 9-9;pm;128.3547;18.5292;64.46;~;M4.5
L 316-62;Young Stellar Object;134.882;-47.4359;64.46;~;M2
UCAC4 556-008431;Star;60.8359;21.1119;64.47;12.4;~
HD 38230;pm;86.5079;37.2846;64.48;~;K0V
G 115-57;pm;137.3493;40.1014;64.49;~;M4
HD 124580;pm;213.9112;-45.0008;64.50;6.3;G0V
HD 189484;pm;300.6465;-50.0527;64.50;8.8;K4V
LP 399-274;pm;336.1766;22.5118;64.50;~;~
HD 80768;pm;141.7214;75.9343;64.51;~;K7V
HD 5633;pm;14.3323;-62.2456;64.51;9.5;K6.5Vk:
L 173-39;pm;27.1091;-56.9782;64.52;11.7;M1.5Ve
LP 55-26;pm;70.9289;64.8086;64.54;~;~
HD 332518;pm;296.3984;30.0102;64.54;9.2;K5V
LP 193-248;pm;8.6579;40.8339;64.54;~;~
* 18 Pup B;dbl;122.6429;-13.8142;64.54;11.8;M2.5V
LP 534-29;dbl;62.3428;5.7741;64.55;~;M6V
LP 560-1;pm;214.8733;2.9101;64.56;~;M5.0V
2MASS J19332754+2150009;pm;293.3647;21.8334;64.56;~;~
BD-09 4394;pm;246.8884;-10.0079;64.58;10.9;M1V:
2MASS J05012406-0010452;bd;75.3504;-0.1793;64.59;~;L4gamma
UPM J1650+3045;pm;252.6691;30.7621;64.59;~;~
L 283-3;pm;330.863;-50.644;64.61;12.1;M4V
G 130-53;pm;2.9852;33.0547;64.62;13.0;M3.5V
HD 197076;pm;310.1881;19.9355;64.63;6.4;G5V
G 119-25;pm;159.6385;35.4971;64.63;~;M2.5Ve
EGGR 506;wd;357.4793;29.5678;64.64;15.7;DA8.5
G 91-34;pm;122.379;21.9048;64.64;11.8;M2.0Ve
* 17 Cyg B;pm;296.6148;33.7302;64.64;~;K4
G 88-19;pm;109.3747;19.5713;64.65;~;M3.17
TYC 2702-582-1;Star;318.6839;31.5765;64.65;12.2;~
Ross 59;dbl*;88.3086;24.2588;64.65;10.8;M2V
Wolf 953;pm;329.3593;8.1372;64.66;11.0;M1V
BD+27 1739;pm;139.5897;27.3116;64.66;~;K5
2MASS J06320891-1009269;pm;98.0372;-10.1576;64.67;~;~
LP 703-42;pm;355.4137;-6.5973;64.67;15.4;M4.5V
LSPM J1604+2331;pm;241.0551;23.5274;64.67;~;M5.0V
LP 452-10;ev;291.7057;16.7171;64.68;13.0;M3.5V
* lam Ara;pm;265.0993;-49.4156;64.68;4.8;F4V
LP 717-36;dbl;81.4236;-9.1535;64.69;12.6;M3.5V
UPM J0936-3740;pm;144.0804;-37.6765;64.69;~;~
HD 24238;pm;58.766;61.1668;64.69;~;K2V
HD 186858A;pm;296.3897;33.602;64.73;8.4;K5V
* 17 Cyg;pm;296.6067;33.7276;64.75;~;F5.5IV-V
* kap Tuc B;pm;18.9399;-68.8749;64.76;7.6;K1V
HD 7693B;pm;18.7531;-68.8188;64.76;8.3;K3V
G 216-7B;pm;339.3856;39.3776;64.77;~;M9.5
LP 397-10;pm;319.0263;22.6462;64.77;~;M6Ve
EGGR 197;wd;254.2911;21.4468;64.78;~;DA5.4
2MASSW J1338261+414034;bd;204.6089;41.676;64.78;~;L2.5V
Gaia EDR3 5956044179742203520;pm;269.4432;-44.3216;64.79;~;~
2MASSI J0443376+000205;low;70.9067;0.0348;64.80;19.6;M9.0V
PM J00427+4349;pm;10.6993;43.8236;64.81;12.2;M2.5Ve
HD 186858B;pm;296.39;33.6013;64.81;8.5;K5V
G 151-61;pm;231.9377;-9.0256;64.81;15.4;M4.5V
2MASS J03202839-0446358;low;50.1182;-4.7768;64.82;~;M8.5+T5
L 404-211;pm;213.3731;-44.5319;64.82;~;~
PM J09023+1746;pm;135.5961;17.7757;64.82;13.9;M4.0V
2MASS J18142928-2025279;pm;273.622;-20.4246;64.83;~;~
LP 906-20;pm;170.6773;-32.0945;64.83;16.4;M5V
LP 119-15;pm;76.6037;52.7886;64.84;~;~
PM J00380+1656;pm;9.5161;16.9341;64.84;13.2;M3.0V
2MASS J06244172+6626309;pm;96.174;66.442;64.84;~;~
HD 10086;pm;24.9001;45.8778;64.85;~;G5V
HD 270712B;pm;71.0464;-70.3242;64.89;~;M1Ve
L 382-56 B;pm;104.2993;-43.4139;64.89;~;~
HD 114783;pm;198.1824;-2.265;64.89;7.6;K1V
BD-12 662;pm;52.3325;-11.6784;64.89;10.0;dK7
BD+21 1949;pm;134.6591;20.5468;64.89;9.2;M0
LP 908-68;pm;185.9841;-27.9629;64.90;~;M6.5V
StKM 1-430B;pm;58.6072;-9.1593;64.90;~;~
* tet Dra;dbl*;240.4723;58.5653;64.91;4.0;F9V
BD+71 8595;pm;294.887;71.872;64.92;~;M0.5Ve
HD 270712A;pm;71.0457;-70.3234;64.93;~;M0V
UPM J1719-2224;pm;259.9606;-22.4032;64.94;~;~
L 189-2 A;pm;147.3656;-55.3358;64.94;10.8;~
L 382-56 A;pm;104.2988;-43.4144;64.94;~;~
G 245-65;pm;47.2687;76.0412;64.94;~;M0V
HD 9407;pm;23.6386;68.9481;64.95;~;G6.5V
BD+75 403B;pm;152.7455;75.1412;64.95;10.3;~
CD-33 8748;pm;195.1075;-34.6067;64.95;10.6;M1
G 99-10;dbl*;82.0608;2.9706;64.95;12.9;M3.5Ve
G 234-57;dbl;138.3494;68.8752;64.96;11.2;M2.5V
PM J11474+6644;pm;176.869;66.7341;64.97;14.6;M5.0V
G 191-15;rot;74.6916;50.9438;64.97;~;M1.0Ve
BD+75 403A;pm;152.7438;75.1414;64.97;10.2;K5
L 64-33;pm;148.0819;-71.5491;64.97;13.0;~
G 183-10B;pm;268.2527;16.9173;64.98;~;~
BD-20 6558B;pm;348.5686;-19.6462;64.98;13.8;M4
L 463-104;pm;150.3492;-38.8401;64.99;11.8;M3
DENIS J081231.6-244442;bd;123.1322;-24.7451;64.99;~;L1.5
HD 218572;pm;347.5857;-68.8389;64.99;8.8;K3+Vk:
UPM J0458+4526;pm;74.576;45.4468;64.99;14.6;~
LSPM J1841+2421;pm;280.4497;24.3666;65.00;~;M6.0V
HD 218572B;wd;347.5952;-68.84;65.02;~;DB
UPM J0624-4605;pm;96.0164;-46.0878;65.02;11.8;~
BD+33 99;pm;10.8869;33.8446;65.04;~;K5-V
UPM J2307-0415;pm;346.8326;-4.257;65.05;~;~
LP 988-1;pm;357.7193;-39.0881;65.05;~;~
G 203-50B;bd;257.9401;40.4827;65.05;~;L5
PM J11117-5620;pm;167.946;-56.3398;65.05;11.8;M2
HD 7693A;pm;18.7543;-68.819;65.05;7.7;K2V
L 691-20;low;207.6833;-21.6908;65.05;12.7;M3
BD+11 2874;dbl*;238.0343;10.8745;65.06;9.4;K5V
LSPM J0510+2410;pm;77.6998;24.17;65.06;~;M4.6
G 24-20;pm;308.6793;3.3476;65.07;11.8;M2.5Ve
LP 901-17;pm;138.281;-31.7848;65.07;14.2;~
BD-20 6558;pm;348.5693;-19.6443;65.07;10.5;M0.5Vk
G 202-16;pm;237.4011;51.0492;65.07;14.1;M2.0Ve
L 691-21;pm;207.599;-21.6222;65.08;13.6;M4.0V
StKM 1-430A;pm;58.6068;-9.1586;65.09;~;~
PM J16336-3713;pm;248.4044;-37.2206;65.09;16.2;~
Wolf 351;pm;152.9331;35.3123;65.10;14.5;M4
HD 199260;pm;314.1972;-26.2964;65.11;5.7;F6V
HD 90343;pm;158.797;84.3993;65.12;7.3;K0
LP 209-68;pm;134.1267;43.6009;65.12;~;M5Ve
G 201-37;pm;227.5501;46.4018;65.12;~;M4.5
BD-11 192;pm;15.5881;-10.4239;65.12;10.0;M0V
SCR J2130-7710;pm;322.5292;-77.177;65.14;17.0;~
G 130-43;pm;1.8613;29.2424;65.15;~;M3.5V
L 325-274 A;pm;180.0954;-49.5206;65.16;~;~
LEHPM 4393;pm;332.1613;-83.0579;65.17;12.9;~
2MASS J13595510-4034582;bd;209.9796;-40.5829;65.17;~;L3.1:V
SIPS J1430-3114;pm;217.7362;-31.2435;65.17;~;~
* 16 Cyg B;pm;295.4666;50.5175;65.19;6.2;G3V
G 180-21;pm;240.2116;40.3288;65.19;~;M3
LP 201-108;pm;71.2735;43.4094;65.19;15.5;M4.6V
HD 178428;dbl*;286.9888;16.8534;65.20;~;G4.5V
HD 25893A;pm;61.8932;38.0745;65.20;7.2;~
L 714-46;pm;322.0762;-22.309;65.20;10.8;M4V
* 16 Cyg A;dbl;295.454;50.5251;65.20;6.0;G1.5Vb
G 171-8;pm;354.674;39.1572;65.21;~;M3.36
G 156-46;pm;341.2753;-12.3954;65.21;~;M4.0
DENIS J175656.1-480509;bd;269.2342;-48.086;65.22;~;L0.0
HD 183783;pm;293.1261;-35.4517;65.22;8.6;K4+V
G 207-30;pm;290.6705;29.4338;65.22;15.4;M4.5V
LSPM J0557+0048;pm;89.4528;0.8007;65.23;~;~
UPM J0728-8903;Variable Star;112.1384;-89.0634;65.24;~;~
UPM J1623-2146;pm;245.8405;-21.7788;65.25;~;~
LP 167-17;low;153.3373;46.7905;65.25;16.2;M5.5Ve
LSPM J0617+8353;pm;94.2719;83.8932;65.25;~;M3.5Ve
LP 218-8;low;193.3018;40.5674;65.25;~;M7Ve
G 159-9;pm;28.3781;1.7988;65.25;~;M6V
UPM J0603-3722;pm;90.8013;-37.3785;65.27;15.4;~
HD 66020B;pm;120.0089;-40.0388;65.27;~;~
SIPS J1256-1257;low;194.0089;-12.9561;65.27;17.8;M7.0
LP 583-58;pm;357.6648;8.1066;65.28;~;~
HD 66020;pm;120.009;-40.0394;65.29;9.6;K(5)V
LP 33-191;pm;84.8558;74.768;65.29;~;M3.5V
HD 72760;pm;128.6319;-0.7261;65.29;7.3;K0V
PM J04398+2509;pm;69.9541;25.1573;65.30;13.7;M3.5V
L 174-34;pm;34.5747;-55.1257;65.30;13.6;M2.5
* alf Tau B;pm;68.9885;16.5059;65.30;13.6;M2.5
PM J18252+1839;pm;276.3249;18.6525;65.30;14.0;M3.5V
DENIS J123217.8-685600;low;188.0739;-68.9335;65.31;~;M8.0
LP 153-7;pm;32.6476;46.7013;65.31;~;M5.0
G 92-55;pm;301.9898;-1.5411;65.31;13.6;M3
UPM J2232-5611;pm;338.1748;-56.1913;65.34;15.0;~
LSPM J1205+7825;pm;181.4462;78.4309;65.34;~;M2.5Ve
LSPM J1853+2022;pm;283.3797;20.3766;65.35;~;~
G 99-10B;pm;82.061;2.9694;65.35;~;~
BD+48 2138B;pm;204.4629;48.1385;65.36;11.2;M1.5V
BD+48 2138A;pm;204.4634;48.1381;65.36;10.3;M0.5V
L 325-274 B;pm;180.0954;-49.5199;65.37;~;~
LSPM J0834+4529;pm;128.6747;45.4852;65.37;~;~
V* RR Cae;wd;65.2732;-48.652;65.37;14.4;DA7.8
G 177-45;ev;204.4185;48.1317;65.38;~;M4
* 50 Per;rs;62.1526;38.0397;65.39;~;F8V
LSPM J0457+3331;pm;74.2634;33.5327;65.40;~;~
* 51 Ari;pm;45.6084;26.6092;65.40;~;G8V
G 183-13B;pm;269.2648;15.7786;65.44;~;M3V
LEHPM 5263;pm;343.4622;-71.4686;65.45;~;~
G 203-50;pm;257.942;40.4838;65.45;~;M4.5Ve
LSPM J1335+6051;pm;203.9172;60.8628;65.45;~;~
LEHPM 1018;pm;12.7166;-46.073;65.45;~;~
L 382-56;dbl;104.2988;-43.4143;65.46;11.1;M2
BD+10 4534;pm;320.6108;10.8738;65.46;9.9;K7.5Ve
HD 25893B;pm;61.8932;38.0751;65.47;9.5;~
2MASS J13314894-0116500;bd;202.9538;-1.2809;65.48;~;L6V
G 80-14;pm;54.7945;8.0012;65.48;~;~
* 40 Leo;Variable Star of delta Sct type;154.934;19.4709;65.48;~;F6IV-V
LP 488-37;pm;146.895;12.9442;65.49;~;M4
2MASS J05251524+2102394;pm;81.3136;21.0443;65.50;~;~
LEHPM 2-50;pm;224.0058;-27.7935;65.51;21.0;M9V
LP 551-63;pm;166.5791;4.4757;65.51;19.6;M6.5V
PM J01484-7058;pm;27.1082;-70.9747;65.51;12.4;M3
UCAC4 252-169339;pm;278.952;-39.6019;65.52;~;~
2MASS J02284355-6325052;bd;37.1811;-63.4182;65.52;~;L0.5
Wolf 368;pm;168.2561;12.911;65.52;~;M3.5
WT 2440;pm;86.9592;-34.3205;65.52;11.9;M2
HD 16270;pm;39.0032;-23.5213;65.53;8.3;K3.5Vk:
PM J14293-5845;pm;217.3258;-58.7664;65.53;13.3;~
G 13-44B;pm;187.4777;-5.4557;65.53;14.0;M3.5:
HD 155674;pm;257.5438;54.4944;65.53;8.9;K6V
** BRG 23B;Star;104.666;-20.3645;65.54;~;~
Ross 142;pm;282.5035;3.0881;65.55;10.7;M0.5Ve
BD+54 1862;pm;257.5515;54.4901;65.56;9.2;K6V
EGGR 482;wd;66.5862;4.5418;65.56;~;DC9
BPM 14175;dbl;324.4819;-63.7119;65.57;10.7;M2V
PM J15552-1010;pm;238.8103;-10.1731;65.58;12.2;M2.5V
LP 676-30;pm;193.4528;-8.7045;65.58;15.9;~
* 13 Cet;rs;8.812;-3.5928;65.58;5.2;F7V+G4V
LP 447-38;dbl;259.5936;18.149;65.59;~;M3V
G 85-48;pm;77.7393;18.6262;65.60;~;M4.00
G 183-13A;pm;269.265;15.7786;65.61;~;M3V
G 117-34B;pm;144.8507;31.7549;65.62;~;~
L 117-123;pm;320.0408;-67.6516;65.62;10.9;M1.5V
PM J20278-4301;pm;306.9564;-43.0209;65.63;17.4;~
HD 123B;dbl*;1.5655;58.4371;65.63;7.3;G8V
LP 211-22;pm;144.2647;40.5775;65.66;~;M3.82
** BRG 23A;Star;104.6658;-20.3648;65.66;~;~
HD 200525;dbl;317.3436;-73.1728;65.66;5.7;F9.5V
HD 95174B;pm;164.9112;25.4371;65.67;~;K5
G 13-44A;pm;187.4758;-5.4568;65.67;~;M3.5
Wolf 1131;pm;301.4343;52.9717;65.69;~;M4.03
LP 908-26;pm;182.5483;-31.9732;65.69;~;~
HD 93380;pm;161.6538;-24.5855;65.69;9.4;K5Vk:
G 117-34;pm;144.8512;31.7547;65.70;11.8;M1.5Ve
HD 95174A;pm;164.9096;25.4376;65.70;~;K4V
PM J00066-0705;dbl;1.6635;-7.0933;65.71;14.7;M4.5V
BD-13 2439B;pm;123.2854;-13.9169;65.71;10.4;M0V
G 232-70;pm;336.3211;59.4138;65.74;~;M3.5Ve
L 260-120;pm;214.6062;-55.477;65.74;12.6;~
2MASSI J2242531+254257;bd;340.7217;25.7159;65.74;~;L3
L 491-42;dbl;288.2832;-39.0316;65.74;12.7;M3
LSR J1758+1417;wd;269.5954;14.2939;65.74;~;DA10
L 320-380;pm;156.371;-49.9071;65.74;12.6;~
HD 189340;dbl*;299.947;-9.9582;65.75;5.9;F9V
LP 12-502;pm;16.7278;80.4596;65.75;~;M4.5V
SCR J1241-4655;pm;190.2636;-46.9232;65.76;12.2;M3
LP 555-63;pm;189.9447;4.1799;65.79;~;M6V
Gaia EDR3 6448329418495400960;pm;294.9667;-57.8427;65.80;~;~
Wolf 1132;pm;40.9717;-8.8294;65.80;11.9;M1.5
2MASS J12094695-3213217;pm;182.4457;-32.2227;65.80;~;~
G 140-36;pm;271.3714;1.5433;65.81;~;M3.5V
BD+38 4818;dbl*;339.3747;39.381;65.81;~;M0.0Ve
HD 175742;rs;283.9718;23.5566;65.82;8.0;K0V
G 100-19;pm;83.5299;22.6603;65.83;~;~
* 9 Cet;by;5.7158;-12.2094;65.83;6.4;G2.5V
V* V2578 Oph;by;246.0825;-13.6417;65.84;8.4;K2V
LP 931-40;pm;334.8487;-28.3891;65.84;14.8;M4.5
G 224-13A;pm;218.277;61.0123;65.84;~;~
RX J2215.7-5856A;pm;333.949;-58.9456;65.85;~;~
G 144-63;pm;316.3425;20.8595;65.86;~;M2.5V
HD 210277;pm;332.3744;-7.5487;65.86;8.6;G8V
Wolf 1360;pm;310.8938;24.128;65.86;11.7;M2.5V
2MASS J21374917-0757145;Star;324.455;-7.9541;65.87;14.4;M3.5
HD 93380B;pec;161.6386;-24.5865;65.89;~;M4
UPM J0805-3522;pm;121.2979;-35.3675;65.89;14.3;~
PM J10096-1748W;pm;152.4028;-17.8069;65.89;11.9;M2
G 183-5;pm;267.5631;23.7641;65.89;~;M3.38
UCAC4 255-127240;pm;265.9553;-39.1405;65.89;13.7;~
G 68-13;pm;350.853;15.5713;65.90;~;M0V
L 791-76;pm;347.6757;-19.2264;65.90;12.5;M3
Wolf 1471;pm;265.5448;-8.8167;65.90;13.5;M3
PM J21290-1406;pm;322.2645;-14.1079;65.91;11.5;M2
UCAC4 395-060001;Star;228.589;-11.0564;65.91;~;~
PM J10096-1750;pm;152.4012;-17.8411;65.92;11.6;M2
2MASS J11231964-0509045;pm;170.8319;-5.1513;65.92;~;~
BD+33 1814A;pm;137.3775;32.8193;65.92;10.2;M0.5Ve
G 106-51;pm;97.6617;-2.0983;65.93;14.7;M3/4:
PM J10068-1246;pm;151.7171;-12.7818;65.93;14.5;M4.5V
LAWD 42;wd;191.2196;-80.1578;65.95;16.2;DC/DQ
G 224-13B;pm;218.2765;61.0124;65.96;~;~
G 64-63;pm;214.4961;-0.5248;65.96;12.7;M2.5
L 447-6;pm;71.2091;-37.828;65.96;14.5;~
BD+19 451;pm;45.9544;20.1109;65.99;8.6;K5
2MASS J23473680+2702068;low;356.9035;27.0353;65.99;~;M9e
BD-21 368B;pm;30.8353;-21.2292;66.01;~;~
G 54-26;pm;156.3763;26.3882;66.01;~;M3V
L 44-59;pm;274.8211;-77.0472;66.03;14.1;M3
L 68-28;pm;187.1666;-71.4643;66.04;13.6;M3V
LSPM J1332+4240;pm;203.2012;42.6743;66.04;~;~
G 106-51B;wd;97.6608;-2.0974;66.04;15.3;DA7.3
WT 2090;pm;220.4952;-16.8169;66.04;~;M4.5
UCAC4 293-070125;pm;187.5663;-31.4013;66.04;~;~
Wolf 1501;low;220.4962;-16.887;66.06;13.3;M3.0
RX J0143.7-0602;dbl*;25.9381;-6.0445;66.07;12.9;M3.5
TYC 2034-1320-1;pm;239.7161;23.1464;66.07;11.7;~
2MASS J14460061+0024519;bd;221.5026;0.4144;66.07;~;L5V
UCAC3 174-124984;pm;174.3192;-3.2935;66.09;~;~
UCAC3 122-609928;pm;310.8113;-29.4227;66.09;~;K5
HD 76932;pm;134.6831;-16.1327;66.09;5.9;G2VFe-1.8CH-1
LP 258-51;pm;130.2825;36.192;66.09;~;M7Ve
GJ 3636;ev;165.2101;12.0696;66.10;~;M5.49
G 225-72;pm;251.4794;60.9511;66.10;~;M3.5V
BD-21 368;pm;30.8364;-21.2287;66.11;11.2;M2:V
* I Pup;Variable Star of alpha2 CVn type;108.1401;-46.7593;66.12;4.5;F3VFe-1.0
UCAC4 618-050445;pm;196.8707;33.4189;66.12;~;~
2MASS J01515483+6423084;pm;27.9784;64.3857;66.12;~;~
L 68-27;pm;187.1794;-71.4657;66.12;15.5;M4.5V
HD 220182;by;350.4021;44.0979;66.13;~;G9V
2MASSI J2037071-113756;pm;309.2798;-11.6326;66.13;~;M8
G 192-58;pm;104.0976;54.9744;66.13;~;M2.0Ve
UCAC4 347-180846;Star;297.4652;-20.648;66.13;14.4;~
CPD-88 203;pm;351.6859;-87.4184;66.13;10.2;M1
UCAC3 123-152818;pm;189.8913;-28.8346;66.14;13.3;~
PM J22440+4030;pm;341.0192;40.5001;66.16;11.4;M1.0Ve
Ross 406;pm;82.4695;32.0809;66.17;12.2;M2.5Ve
PM J22441+4030;pm;341.0261;40.5;66.17;11.3;M1.0Ve
G 126-34;ev;326.4347;20.7799;66.17;~;M3.5
2MASS J18380151+3418057;pm;279.5063;34.3016;66.17;~;~
CE 149;pm;154.9738;-41.8166;66.17;13.2;M3.5
G 34-15;pm;19.1217;24.3241;66.19;~;M4.0V
LP 138-20;pm;255.298;55.5834;66.21;~;M2.5V
UCAC4 103-104685;pm;260.0023;-69.4921;66.22;~;~
EGGR 524;wd;78.5146;8.0042;66.23;~;DA7.6
HD 199288;pm;314.417;-44.1294;66.24;6.5;G2VFe-1.0
G 262-26;pm;310.9224;64.2817;66.24;~;M0.0Ve
PM J17573-5229;pm;269.3443;-52.4852;66.24;13.1;~
EGGR 565;wd;41.6283;-2.4565;66.25;15.4;DA7.4
UPM J1231-1529;pm;187.8176;-15.4972;66.26;16.0;~
Ross 812;pm;250.2037;36.3167;66.26;11.5;M2V
G 273-22;pm;350.2735;-16.8637;66.27;12.9;~
BD-13 2439A;pm;123.2852;-13.917;66.28;10.2;K7V
G 106-14;pm;89.0769;1.7739;66.28;~;~
HD 107888;pm;185.9731;12.5803;66.29;10.4;K5V
BD+46 2361;Star;266.3897;46.8554;66.31;10.7;M1V
2MASS J04270723+0859027;low;66.7802;8.9841;66.32;~;M8.8V
L 251-150;pm;166.416;-52.7881;66.33;~;~
LSPM J0423+4934;pm;65.862;49.5719;66.34;~;M2.5Ve
G 251-16;dbl;101.1902;71.8876;66.37;~;K7V
V* V419 Hya;by;160.8678;-29.0643;66.37;7.7;K1V
G 177-4;pm;193.9868;50.9228;66.37;14.4;M4V
SCR J0840-3113;pm;130.2359;-31.2258;66.41;14.3;~
G 152-68;pm;239.6159;-6.8626;66.42;12.4;M3
LP 692-14;pm;289.9797;-4.7748;66.44;12.3;M3
G 152-8;dbl;229.7989;-12.7517;66.44;12.9;M4
LP 835-18;pm;72.0041;-26.0504;66.45;15.4;M4.5Ve
HD 4635;pm;12.4437;70.4495;66.46;7.7;K2.5V+
Ross 110A;pm;172.1454;56.7189;66.47;13.7;M3.5
HD 16270B;bd;38.9997;-23.5223;66.48;~;L1.5
UPM J1424+3640;pm;216.0922;36.6753;66.48;14.8;~
PM J05455-1158;pm;86.3833;-11.9676;66.50;14.1;M4.5V
Ross 110B;pm;172.1444;56.7197;66.50;~;M3.5
CD-27 14169;pm;294.9007;-26.752;66.51;10.5;M1V
L 324-51;pm;173.0929;-46.4657;66.52;12.2;M3e
UPM J0937-2547;pm;144.3947;-25.7877;66.52;11.9;~
G 230-41;pm;307.0799;61.73;66.53;~;M2.5V
HD 97658;pm;168.6382;25.7104;66.54;7.7;K1V
HD 113827;pm;196.4225;49.4719;66.56;~;K4V
LP 270-67;pm;215.2205;36.9548;66.57;16.2;M5V
LP 779-17;pm;91.3528;-16.3019;66.57;~;~
Ross 27;pm;62.8046;49.5312;66.58;~;M3.5
HD 68017;dbl;122.9111;32.4572;66.59;~;G3V
SCR J1601-3421;pm;240.482;-34.3658;66.59;16.2;~
HD 215152;pm;340.8388;-6.4008;66.60;8.1;K3V
2MASS J18041462-3129284;pm;271.0609;-31.4914;66.60;~;~
LP 792-59;pm;171.369;-19.0314;66.61;15.3;M4.5Ve
G 84-24;pm;74.3746;-1.8058;66.61;~;~
SCR J0650-2135;pm;102.6107;-21.5993;66.63;~;~
UPM J2053-6223;pm;313.4813;-62.3994;66.63;13.8;~
LP 218-89;pm;200.5807;39.0439;66.64;~;M5.5Ve
G 153-27;pm;242.0623;-10.4373;66.64;14.8;M4.5
L 501-38;pm;342.0724;-36.7898;66.64;11.9;M2
LP 910-13;pm;196.5509;-29.9431;66.65;13.6;M2.5
* eps Ser;pm;237.704;4.4777;66.65;3.7;kA2hA5mA7V
LP 220-13;pm;209.1727;43.7164;66.65;~;M8V
